code,group,sub_group,parent,type,name,url,provider,available,quantity,performance,hours_day,uom_id,price,day_price
004570,,,4.2,5,EXTENSION ELECTRICA-ESTANDAR,,,2,16,,,Unidades,0.17,1.37
002575,,,4.2,4,PLANIFICADOR,,,0.13,1.04,,,Dias,2.4963,19.97
003014,,,4.2,4,SUPERVISOR DE SEGURIDAD,,,0.25,2,,,Dias,2.4963,19.97
000767,,,4.2,4,CAPATAZ,,,0.5,4,,,Dias,2.2075,17.66
000307,,,4.2,4,AYUDANTE,,,2,16,,,Dias,1.1913,9.53
4.3,A,,,2,Montaje de separadores y bandejas en domos.,,,,1,0.5,8,Unidades,,
004686,,,4.3,5,JUEGO LLAVES COMBINADAS MM 14 PZA,,,1,16,,,Unidades,0.25,2
004602,,,4.3,5,SOLDADORA ELECTRICA-CD/DC 250,,,0.13,2.08,,,Unidades,5.125,41
004731,,,4.3,5,MANDARRIA 2KG,,,1,16,,,Unidades,0.03,0.25
1.4.5,,,4.3,5,ILUMINACION 400W UNIVERSAL,,,2,32,,,Unidades,0.13,1
004817,,,4.3,5,KIT DE ESLINGAS PARA IZAMIENTO,,,1,16,,,Unidades,0.25,2
014232,,,4.3,5,"EXTRACTOR DE ORUGA PORTATIL ALTA VELOC 12"" 520W 110V 3300RPM",,,1,16,,,Unidades,0.63,5
004570,,,4.3,5,EXTENSION ELECTRICA-ESTANDAR,,,2,32,,,Unidades,0.17,1.37
002575,,,4.3,4,PLANIFICADOR,,,0.13,2.08,,,Dias,2.4963,19.97
003014,,,4.3,4,SUPERVISOR DE SEGURIDAD,,,0.25,4,,,Dias,2.4963,19.97
000767,,,4.3,4,CAPATAZ,,,0.5,8,,,Dias,2.2075,17.66
002217,,,4.3,4,MECANICO,,,1,16,,,Dias,1.6425,13.14
000307,,,4.3,4,AYUDANTE,,,2,32,,,Dias,1.1913,9.53
002998,,,4.3,4,SOLDADOR,,,0.13,2.08,,,Dias,1.5688,12.55
5.1,A,,,2,"Corte y preparación de secciones de tubería existentes desde O.D. 2-1/2"" hasta 3-1/2"" ASTM A-192 para la instalación de Insert Plate (Ventanas) Longitud hasta 2 Veces el Ø de la tubería",,,,1,15,8,Unidades,,
004561,,,5.1,5,ESMERIL  4.1/2´´-VARIOS,,,1,0.533333,,,Unidades,0.3438,2.75
004570,,,5.1,5,EXTENSION ELECTRICA-ESTANDAR,,,2,1.066667,,,Unidades,0.1713,1.37
004624,,,5.1,5,MOTO TOOL  -VARIOS,,,1,0.533333,,,Unidades,0.375,3
1.4.5,,,5.1,5,ILUMINACION 400W UNIVERSAL,,,1,0.533333,,,Unidades,0.13,1
004544,,,5.1,5,CARETA FACIAL-ESTANDAR,,,1,0.533333,,,Unidades,0.125,1
002575,,,5.1,4,PLANIFICADOR,,,0.13,0.069333,,,Dias,2.4963,19.97
003014,,,5.1,4,SUPERVISOR DE SEGURIDAD,,,0.25,0.133333,,,Dias,2.4963,19.97
000767,,,5.1,4,CAPATAZ,,,0.5,0.266667,,,Dias,2.2075,17.66
001532,,,5.1,4,FABRICADOR,,,1,0.533333,,,Dias,1.6425,13.14
000307,,,5.1,4,AYUDANTE,,,1,0.533333,,,Dias,1.1913,9.53
004037,,,5.1,3,"*FRESA ROTATIVA DE TUNGSTENO (MOTOTOOL) VÁSTAGO 1.1/4""*",,,1,0.015,,,Unidades,70,
5.2,A,,,2,"Corte y preparación de secciones de tubería nueva desde O.D. 2-1/2"" hasta 3-1/2"" ASTM A-192 para la fabricación de Insert Plate (Ventanas) Longitud hasta 2 Veces el Ø de la tuberia",,,,1,15,8,Unidades,,
004561,,,5.2,5,ESMERIL  4.1/2´´-VARIOS,,,1,0.533333,,,Unidades,0.3438,2.75
004570,,,5.2,5,EXTENSION ELECTRICA-ESTANDAR,,,2,1.066667,,,Unidades,0.1713,1.37
004562,,,5.2,5,ESMERIL 7´´-VARIOS,,,1,0.533333,,,Unidades,0.5113,4.09
004544,,,5.2,5,CARETA FACIAL-ESTANDAR,,,1,0.533333,,,Unidades,0.125,1
002575,,,5.2,4,PLANIFICADOR,,,0.13,0.069333,,,Dias,2.4963,19.97
003014,,,5.2,4,SUPERVISOR DE SEGURIDAD,,,0.25,0.133333,,,Dias,2.4963,19.97
000767,,,5.2,4,CAPATAZ,,,0.5,0.266667,,,Dias,2.2075,17.66
001532,,,5.2,4,FABRICADOR,,,1,0.533333,,,Dias,1.6425,13.14
000307,,,5.2,4,AYUDANTE,,,1,0.533333,,,Dias,1.1913,9.53
5.3,A,,,2,"Alineación y Montaje de secciones de tubería (Insert Plate - Ventanas)  desde O.D. 2-1/2"" hasta 3-1/2"" ASTM A-192 de Longitud hasta 2 Veces el Ø de la tubería",,,,1,20,8,Unidades,,
